Manufacturer,Model,Application(s),Thrust (dry) [lbf],Thrust (wet) [lbf],SFC (dry) [lb/lbf hr],SFC (wet) [lb/lbf hr],Airflow (static) [lb/s],OPR (static),FPR (static),BPR (static),Thrust (cruise) [lbf],SFC (cruise) [lb/lbf hr],Cruise Speed [M],Cruise Altitude [ft],Turbine Inlet Temperature [K],Number of Spools,Fan Stages,LPC Stages,HPC Stages,HPT Stages,IPT Stages,LPT Stages,Fan Diameter [in],Length [in],Width/Diameter [in],Dry Weight [lb]
Pratt Whitney Canada,JT15D-5C,S211A,3190,,0.551,,,,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,665
Pratt Whitney Canada,JT15D-5D,"Citation Ultra, VisionAire Vantage",3045,,0.55,,,13.1,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,627
Pratt Whitney Canada,JT15D-5F,,2900,,,,,,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,665
Pratt Whitney Canada,JT15D-5R,,2900,,,,,,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,665
Pratt Whitney Canada,PW305,,4750,,,,,,,4.3,,,,,,2,1,,4 + 1C,2,,3,30.7,81.5,36.5,993
Pratt Whitney Canada,PW305A,Learjet 60/60XR,4679,,0.388,,,15.5,1.5,4.3,,,,,,2,1,,4 + 1C,2,,3,30.7,81.5,36.5,993
Pratt Whitney Canada,PW305B,Hawker 1000,5266,,0.391,,180,15.5,,4.3,,,,,,2,1,,4 + 1C,2,,3,30.7,81.5,36.5,993
Pratt Whitney Canada,PW306A,G200 (Galaxy),6040,,0.394,,,18.3,1.57,4.5,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,1043
Pratt Whitney Canada,PW306B,"328JET, Envoy 3",6050,,,,,,,4.5,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,1043
Pratt Whitney Canada,PW306C,Citation Sovereign,5770,,,,,,,4.5,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,1043
Pratt Whitney Canada,PW306D,Citation Sovereign+,5907,,,,,,,4.5,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,1043
Pratt Whitney Canada,PW306D1,Citation Lattitude,5907,,,,,,,4.5,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,1043
Pratt Whitney Canada,PW307A,Falcon 7X,6405,,,,,,,,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW307B,Learjet 85 (not produced),,,,,,,,,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW307D,Falcon 8X,6725,,,,,,,,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW308A,Hawker 4000,6904,,,,,,,4.1,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW308B,428JET (not produced),8089,,,,,,,4.1,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW308C,Falcon 2000DX/2000EX/2000LX,7002,,,,,,,4.1,,,,,,2,1,,4 + 1C,2,,3,31.7,75.6,,
Pratt Whitney Canada,PW530A,Citation Bravo,2887,,,,,13.3,1.62,3.7,,,,,,2,1,,2 + 1C,1,,2,22.8,60,,616
Pratt Whitney Canada,PW535A,Citation Encore,3400,,,,,,,2.6,,,,,,2,1,1B,2 + 1C,1,,3,,,,
Pratt Whitney Canada,PW535B,Citation Encore+,3400,,,,,,,2.6,,,,,,2,1,1B,2 + 1C,1,,3,,,,
Pratt Whitney Canada,PW535E,Phenom 300,3360,,,,,,,,,,,,,2,1,1B,2 + 1C,1,,3,,,,
Pratt Whitney Canada,PW545A,Citation Excel,3952,,,,,15.7,1.59,4.12,,,,,,2,1,1B,2 + 1C,1,,3,27.2,68,32,815
Pratt Whitney Canada,PW545B,Citation XLS,4119,,,,,15.7,1.59,4.12,,,,,,2,1,1B,2 + 1C,1,,3,27.2,68,32,815
Pratt Whitney Canada,PW545C,Citation XLS+,4119,,,,,15.7,1.59,4.12,,,,,,2,1,1B,2 + 1C,1,,3,27.2,68,32,815
Pratt Whitney Canada,PW610F,"Eclipse 500, Eclipse 700 (not produced)",1112,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW610F-A,,950,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW615F,"Citation Mustang, Eclipse 500, ProJet (candidate engine), NauticAir 450 (not produced)",1460,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW615F-A,,1460,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW617F,Phenom 100/100E,1695,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW617F-E,Phenom 100EV,1820,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW617F1-E,,1891,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW625F,Technology demonstrator,2500,,,,,,,,,,,,,2,1,,1 + 1C,1,,1,,,,
Pratt Whitney Canada,PW645,Citation CJ3 (candidate engine),,,,,,,,,,,,,,2,1,4,6,1,,3,,,,
Pratt Whitney Canada,PW800 (AFTI),Technology demonstrator,12500,,,,,,,7.8,,,,,,2,1G,,4 + 1C,2,,3,,,,
Pratt Whitney Canada,PW800??,"Il-214, RRJ, Citation Hemisphere (candidate engine)",,,,,,,,,,,,,,2,1G,,4 + 1C,2,,3,,,,
Pratt Whitney Canada,PW810,Citation Columbus (not produced),8830,,,,,,,,,,,,,2,1G,,4 + 1C,2,,3,,,,
Pratt Whitney Canada,PW812D,Falcon 6X,13460,,,,,,,,,,,,,2,1G,,4 + 1C,2,,3,,,,
Pratt Whitney Canada,PW814GA,G500,15429,,,,,,,,,,,,,2,1G,2,8,2,,5,,105.71,49.39,3135.7
Pratt Whitney Canada,PW815GA,G600,16011,,,,,,,,,,,,,2,1G,2,8,2,,5,,105.71,49.39,3135.7
Progress,AI-22,Tu-324,,,,,,,,,,,,,,,,,,,,,,,,
Progress,D-36-1,An-74,14330,,0.36,,562,18.7,,6.3,3527,0.65,0.75,26250,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-36-1A,An-74,,,,,,,,6.3,,,,,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-36-2A,"An-74, An-74D-200",,,,,,,,6.3,,,,,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-36-3A,"An-74-200, An-74T-100/-200A, An-74TK-100/200, An-74D-200, An-74VIP",,,,,,,,6.3,,,,,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-36-4A,"AN-74T-300, An-74TK-300",14330,,,,,,,6.3,,,,,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-36-5A,An-148 (proposed engine),,,,,,,,6.3,,,,,,3,1,6,7,1,1,3,,136.6,54.1,2445
Progress,D-436-148,An-148,15000,,,,,,,,,,,,,3,1,6,7,1,1,3,,,,
Progress,D-436K,(see military turbofan specifications),,,,,,,,,,,,,,,,,,,,,,,,
Progress,D-436T1,Tu-334-100 (prototype),16865,,,,,25.2,,4.95,,,,,,3,1 + 1,6,7,1,1,3,54.1,,,3197
Progress,D-436T1-134,Tu-134M (proposed),,,,,,,,,,,,,,3,1,6,7,1,1,3,54.1,,,
Progress,D-436T2,"Tu-334-100D, Tu-354 (not produced)",18078,,,,584,26.2,,4.9,,,,,,3,1 + 1,6,7,1,1,3,54.1,,,3197
Progress,D-436TM,Yak-42-200 (proposed),16865,,,,,25.2,,4.95,,,,,,3,1 + 1,6,7,1,1,3,,,,3197
Progress,D-436TP,Be-200,16500,,,,,,,,,,,,,,,,,,,,,,,
Progress,D-436??,"Il-214, RRJ (candidate engine)",,,,,,,,,,,,,,3,1,6,7,1,1,3,,,,
Rolls-Royce,Avon RA.1,Prototype,6000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.7 Mk.117,Comet 2R,7350,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.16,(cancelled),9000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.9 Mk.502,Comet 2X,10000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.26 Mk.502,Comet 3,10000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.25 Mk.503,Comet 2,6500,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.25 Mk.504,Comet 2E,6500,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.25 Mk.505,,,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.26 Mk.521,Caravelle prototype,10000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.26 Mk.522,Comet 4,10000,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3328
Rolls-Royce,Avon RA.29 Mk.522,Caravelle I,10500,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3328
Rolls-Royce,Avon RA.29/1 Mk.522,Caravelle I,10000,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29 Mk.523,Comet 3,10500,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,
Rolls-Royce,Avon RA.26 Mk.524,,,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29 Mk.524,,,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29/1 Mk.524,Comet 2E/4,10250,,0.786,,170,8.8,,,,,,,,1,,,16,3,,,,126,47.5,
Rolls-Royce,Avon RA.29/1 Mk.524B,,10250,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3343
Rolls-Royce,Avon RA.29 Mk.525,Comet 4B/4C,10250,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29/1 Mk.525,Comet 4B/4C,10250,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29/1 Mk.525B,Comet 4B/4C,10250,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3383
Rolls-Royce,Avon RA.29/1 Mk.526,Caravelle 1A,10500,,0.786,,170,8.8,,,,,,,,1,,,16,3,,,,126,47.5,3328
Rolls-Royce,Avon RA.29 Mk.527,Caravelle III,11400,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3347
Rolls-Royce,Avon RA.29/3 Mk.527,Caravelle III,11400,,,,,,,,,,,,,1,,,16,3,,,,126,47.5,3347
Rolls-Royce,Avon RA.29/3 Mk.527B,Caravelle III,11400,,0.853,,,,,,,,,,,1,,,16,3,,,,126,47.5,3328
Rolls-Royce,Avon RA.29/5,(cancelled),13300,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29/6 Mk.530,,12200,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.29/6 Mk.531,Caravelle VIN,12200,,,,,,,,,,,,,1,,,17,3,,,,134,47.5,3488
Rolls-Royce,Avon RA.29/6 Mk.531B,Caravelle VIN,12200,,0.802,,,,,,,,,,,1,,,17,3,,,,134,47.5,3488
Rolls-Royce,Avon RA.29/6 Mk.532R,Caravelle VIR,12600,,,,,,,,,,,,,1,,,17,3,,,,134,47.5,3488
Rolls-Royce,Avon RA.29/6 Mk.532R-B,,12080,,,,,,,,,,,,,1,,,17,3,,,,134,47.5,3478
Rolls-Royce,Avon RA.29/6 Mk.533R,Caravelle VIR,12600,,0.785,,,,,,,,,,,1,,,17,3,,,,134,47.5,3488
Rolls-Royce,Avon RA.29/6 Mk.533R-11A,,13000,,,,,,,,,,,,,1,,,17,3,,,,134,47.5,3478
Rolls-Royce,Avon RA.29/6 Mk.535R,Caravelle VIR,12600,,0.785,,185,10.3,,,,,,,,1,,,17,3,,,,134,47.5,
Rolls-Royce,Avon RA.30,,,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Avon RA.50,,,,,,,,,,,,,,,1,,,??,3,,,,,,
Rolls-Royce,Conway RCo.1,,,,,,,,,,,,,,,2,,4,8,1,,1,,,,
Rolls-Royce,Conway RCo.2,,10000,,,,,,,,,,,,,2,,4,8,1,,1,,,,
Rolls-Royce,Conway RCo.3,,,,,,,,,,,,,,,2,,4,8,1,,1,,,,
Rolls-Royce,Conway RCo.5,,13000,,,,,,,,,,,,,2,,6,9,1,,2,,,,
Rolls-Royce,Conway RCo.7,Development engine,15000,,,,,,,,,,,,,2,,4,8,1,,1,,,,
Rolls-Royce,Conway RCo.8,,14500,,,,,,,,,,,,,2,,6,9,1,,2,,,,
Rolls-Royce,Conway RCo.10 Mk.505,707-420/F,16500,,,,,,,,,,,,,2,,6,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.10 Mk.507,(cancelled),,,,,,,,,,,,,,2,,6,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.12 Mk.507,DC-8-41/42/43/43F,17500,,,,,,,,,,,,,2,,6,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.12 Mk.508,707-420/F,17500,,0.726,,280,14.1,,0.3,4625,0.822,0.83,36000,,2,,7,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.12 Mk.508A,707-420/F,18000,,,,,,,0.3,4625,0.822,0.83,36000,,2,,7,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.12 Mk.509,DC-8-41/42/43/43F,17500,,,,280,14.1,,0.3,4625,0.822,0.83,36000,,2,,7,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.12 Mk.509A,DC-8-41/42/43/43F,18000,,0.735,,285,14,,0.3,4625,0.822,0.83,36000,,2,,7,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.14,,,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,Conway RCo.15 Mk.511,,,,,,,,,,,,,,,2,,6,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.15 Mk.512,,,,,,,,,,,,,,,2,,6,9,1,,2,,134.2,,4690
Rolls-Royce,Conway RCo.15B Mk.5??,DC-8-43,18500,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,Conway RCo.42/1 Mk.540,VC.10 Type 1101/1102/1103/1109,20370,,0.656,,367,14.8,,0.6,5250,0.84,0.83,36000,,2,,4 + 3B,9,1,,2,,154,50,5001
Rolls-Royce,Conway RCo.42/3 Mk.540,VC.10 Type 1101/1102/1103/1109,20370,,0.656,,367,14.8,,0.6,5250,0.84,0.83,36000,,2,,4 + 3B,9,1,,2,,154,50,5001
Rolls-Royce,Conway RCo.43D Mk.550B,Super VC.10 Type 1151/1154,21800,,0.59,,375,15.8,,0.6,5345,0.819,0.83,36000,,2,,4 + 3B,9,1,,2,,154,50,5101
Rolls-Royce,Derwent 5/17,C-102 Jetliner,3600,,,,,,,,,,,,,1,,,,,,,,,,
Rolls-Royce,Medway RB.141-3,Trident (candidate engine),,,,,,,,,,2,,6,11,2,,2,,165,42,3500,,,,
Rolls-Royce,Medway RB.174,,17300,,0.6,,,16.75,,,,2,,6,11,2,,2,,165,42,3500,,,,
Rolls-Royce,Nene RB.41-1,F26 (not produced),4600,,1.049,,90,4,,,,,,,,1,,,1C,1,,,,,,
Rolls-Royce,Pearl 10X,Falcon 10X,18000,,,,,,,,,,,,,2,,,10,2,,4,,,,
Rolls-Royce,Pearl 15,Global 5500/6500,15125,,,,,43,,4.8,,,,,,2,,,10,2,,3,48.5,,,
Rolls-Royce,Pearl 700,G700,18250,,,,,,,,,,,,,2,,,10,2,,4,51.8,,,
Rolls-Royce,RB.141-3,HFB 314 (not produced),,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.151,,30000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.158,,34000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.159,,16000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.160,,34000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.162-86,Trident 3B (booster),5250,,1.12,,86,4.3,,,,,,,,1,,,6,1,,,,97.7**,,520
Rolls-Royce,RB.167,,20000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.170,,24000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.171,,20000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.178,"HS.132, HS.134, Br.124, SC.5/45 (not produced)",28500,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.178-14,VC-10 DB265 (not produced),27500,,,,,,,4,,,,,,,,,,,,,,,,
Rolls-Royce,RB.178-51,747-100 (proposed),,,,,,,,8,,,,,,,,,,,,,,,,
Rolls-Royce,RB.202,"Do 231C (lift engines, not produced)",13100,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.207-3,"A300, L1011-1-1 (not produced)",47500,,0.54,,1660,27,2,5,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-22-02,L1011-1,40600,,,,1325,27,1.42,4.8,,,,,,3,1,7,6,1,1,3,,128.7,,7189
Rolls-Royce,RB.211-22B,,42670,,,,,,,,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,9195
Rolls-Royce,RB.211-22B-02,"L1011-1/1F/50/100/150, L1011-400 (not produced)",41030,,0.373,,1380,24.5,1.42,4.8,9495,0.628,0.85,35000,,3,1,7,6,1,1,3,84.8,119.4**,,10326
Rolls-Royce,RB.211-22C-02,L1011-1/50/100/150 (option),42000,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-22CA-02,L1011-1/50/100/150 (option),,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-23,L1011-1/50/100/150 (option),38380,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-24,(see RB.211-524),,,,,,,,,,,,,,3,1,7,6,1,1,4,,,,
Rolls-Royce,RB.211-40,BAC 311 (not produced),43040,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-52,A300B (candidate engine),,,,,,,,,,,,,,3,1,7,6,1,1,4,,,,
Rolls-Royce,RB.211-56,"L1011-3, L1011-8.4 (not produced)",52200,,,,1370,26,1.59,5.04,,,,,,3,1,7,6,1,1,4,,,,
Rolls-Royce,RB.211-61,BAC 311 (not produced),50000,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-524,"L1011-100/-200, 747-SP (option), L-1011-2/-300 (not produced)",48000,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,
Rolls-Royce,RB.211-524B-02,"747-SP, L1011-200/-200F/-500/-500F, 747-100 (option), L-1011-600 (not produced)",49120,,,,1513,28.4,,4.5,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,10154
Rolls-Royce,RB.211-524B-B-02,,49120,,,,,,,,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,10154
Rolls-Royce,RB.211-524B-D-02,"L1011-200/-200F/-500, 747-100 (option)",49120,,,,1513,28.4,,4.5,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,9814
Rolls-Royce,RB.211-524B2-02,"L1011-200/-200F/-500, 747-SP/-100 (option)",49120,,,,1513,28.4,,4.5,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,9814
Rolls-Royce,RB.211-524B2-19,,49120,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,11154
Rolls-Royce,RB.211-524B2-B-19,,49120,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,11154
Rolls-Royce,RB.211-524B3-02,,49120,,,,,,,,,,,,,3,1,7,6,1,1,3,,,,11000
Rolls-Royce,RB.211-524B4-02,L1011-200/-200F/-250/-500,49120,,,,1500,29,,4.4,11000,0.606,0.85,35000,,3,1,7,6,1,1,3,85.8,122.3**,,11148
Rolls-Royce,RB.211-524B4-D-02,L1011-200/-500,49120,,,,1512,28.6,,4.4,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11148
Rolls-Royce,RB.211-524C,747-SP/-100B/-200B/-300,51500,,,,1532,28.6,,4.5,11490,0.642,0.85,35000,,3,1,7,6,1,1,3,84.8,119.4**,,9859
Rolls-Royce,RB.211-524C2,747-SP/-100B/-200B/-300,51500,,,,1532,28.6,,4.5,11490,0.642,0.85,35000,,3,1,7,6,1,1,3,84.8,119.4**,,9859
Rolls-Royce,RB.211-524C2-19,,50600,,,,,,,,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,11199
Rolls-Royce,RB.211-524C2-B-19,,50600,,,,,,,,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,11199
Rolls-Royce,RB.211-524C4,"747-200B, 747-100B/-300 (option)",,,,,,,,4.5,,,,,,3,1,7,6,1,1,3,84.8,119.4**,,9859
Rolls-Royce,RB.211-524D4,"747-SP/-200B/-200B(M)/-200B(SF)/-200F/-300, L1011-500H&H (not produced)",53000,,,,1548,29.3,,4.4,11230,0.617,0.85,35000,,3,1,7,6,1,1,3,85.8,122.3**,,9874
Rolls-Royce,RB.211-524D4-19,,51980,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4-B-19,,51980,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4-39,,51980,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4-B-39,,51980,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4B,747-200/-200F/-300 (option),52810,,,,1548,29.6,,4.4,11230,0.601,0.85,35000,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4X-19,,52810,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524D4X-B-19,,52810,,,,,,,,,,,,,3,1,7,6,1,1,3,85.8,122.3**,,11195
Rolls-Royce,RB.211-524G,"747-400/-400F, 767-300ER (option)",58000,,,,1604,32.9,,4.3,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524G2,747-400/-400F (option),,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524G3,767-300ER/-300FER (option),,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524G-T,"747-400/-400F, 767-300ER (option)",58000,,,,1604,32.9,,4.3,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G-19,,56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G2-T,747-400ER (option),56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G-T-19,,56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G3-19,,56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G3-T,,56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G3-T-19,,56870,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524G4-T,767-300ER/-300FER (option),56400,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524G/H,,,,,,,,,4.3,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524G/H-T,,,,,,,,,4.3,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H,"747-400, 767-300ER, 767-300F/-300FER/-400F (option)",59450,,,,1604,34.5,,4.1,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H-T,"747-400/-400F, 767-300ER, An-124-210 (option)",59450,,,,1604,34.5,,4.1,11813,0.57,0.85,35000,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524H-T-36,,59450,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H2,747-400/-400F,59450,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H2-19,,59450,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H2-T,747-400ER (option),59450,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9470
Rolls-Royce,RB.211-524H2-T19,,59450,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H3,"767-300ER, 767-300FER (option)",,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-524H4,An-218-200/-300 (proposed),,,,,,,,4.1,,,,,,3,1,7,6,1,1,3,86.3,125.0**,,9671
Rolls-Royce,RB.211-535C-37,757-200/-200(SF)/-200F,36720,,,,1142,21.1,,4.4,8453,0.646,0.8,35000,,3,1,6,6,1,1,3,73.2,118.5,,7680
Rolls-Royce,RB.211-535E4-37,"757-200/-200ER/-200ET/-200F, Tu-204-120/-120C/-220/-220C/-222, Tu-224",39610,,0.324,,1151,25.8,,4.3,8700,0.598,0.8,35000,,3,1,6,6,1,1,3,74.1,117.9,,7603
Rolls-Royce,RB.211-535E4B-37,"757-200/-200ET/-300, 757-200ER/-200F (option), Tu-214, Tu-330 (Tu-204-330) (proposed)",42540,,,,1151,25.8,,4.3,,,,,,3,1,6,6,1,1,3,74.1,117.9,,7603
Rolls-Royce,RB.211-535E4B-75,Tu-204-120/-120C/-220/-220C,42540,,,,,,,4.3,,,,,,3,1,6,6,1,1,3,74.1,117.9,,7603
Rolls-Royce,RB.211-535E4C-37,757-300,42540,,,,,,,4.3,,,,,,3,1,6,6,1,1,3,74.1,117.9,,7603
Rolls-Royce,RB.220,Do 231C (not produced),24000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.282,Falcon 5X (candidate engine),10000,,,,,,,,,,,,,,,,,,,,,,,
Rolls-Royce,RB.432,F29 (not produced),18000,,,,,,,4.8,,,,,,2,1,,8,1,,3,,,,
Rolls-Royce,Spey RSp.1 Mk.505-5,Trident 1/1C,12550,,,,203,,2.7,0.71,3070,0.763,0.77,32000,,2,4,,12,2,,2,,110.0**,37,2200
Rolls-Royce,Spey RSp.?? Mk.505-14,,10000,,,,,,,,,,,,,2,4,,12,2,,2,,110.0**,37,
Rolls-Royce,Spey RSp.3 Mk.506-2,,10410,,,,,,2.7,0.71,3070,0.764,0.77,32000,,2,4,,12,2,,2,,110.0**,37,
Rolls-Royce,Spey RSp.3 Mk.506-14,"BAC 111-200, Model 2086 (not produced)",10410,,,,,,2.7,0.71,3070,0.764,0.77,32000,,2,4,,12,2,,2,,110.0**,37,2257
Rolls-Royce,Spey RSp.3 Mk.506-14A,BAC 111-200,10410,,,,,,2.7,0.71,3070,0.764,0.77,32000,,2,4,,12,2,,2,,110.0**,37,2257
